#  Detector,Energy,Pixel,Amplitude,Center,Width,Background,lowerBin,upperBin,A4Offset
1.140000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.182343783259999981e+02,4.500000000000000000e+00,1.616224950964743279e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.750000000000000000e+01
1.150000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.485071059470000421e+01,2.500000000000000000e+00,4.587119519454883054e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.999999999999999645e+01
1.160000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.131845826400000021e+02,3.000000000000000000e+00,3.689191381741495412e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.999999999999999645e+01
1.170000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.363809864579999953e+02,3.500000000000000000e+00,2.546683070256630099e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.999999999999999645e+01
1.180000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.139412755999999973e+02,4.000000000000000000e+00,2.030752432903524252e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.999999999999999645e+01
1.190000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.209416621080000027e+02,4.500000000000000000e+00,1.659212909301061689e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.999999999999999645e+01
1.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.612780236790000288e+01,2.500000000000000000e+00,4.963064010270097803e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.249999999999999289e+01
1.210000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.589385519030000182e+01,3.000000000000000000e+00,3.455779868229876151e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.249999999999999289e+01
1.220000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.232668111720000041e+02,3.500000000000000000e+00,2.649327484272538946e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.249999999999999289e+01
1.230000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,4.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.249999999999999289e+01
1.240000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.191006930190000048e+02,4.500000000000000000e+00,1.517378685554909623e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.249999999999999289e+01
1.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.006051950730000044e+01,2.500000000000000000e+00,4.366230281305986338e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.499999999999998934e+01
1.260000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.093715527949999995e+02,3.000000000000000000e+00,3.331463012593949724e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.499999999999998934e+01
1.270000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.366021208479999984e+02,3.500000000000000000e+00,2.439759931825658867e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.499999999999998934e+01
1.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.162114761089999604e+01,4.000000000000000000e+00,1.810501227242664157e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.499999999999998934e+01
1.290000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.071909682200000020e+02,4.500000000000000000e+00,1.576550270832574707e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.499999999999998934e+01
1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.003752375950000442e+01,2.500000000000000000e+00,5.551820249479533231e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.750000000000000000e+01
1.310000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.177140961789999949e+02,3.000000000000000000e+00,3.087450265030720065e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.750000000000000000e+01
1.320000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.500445014000000015e+02,3.500000000000000000e+00,2.410492007619406962e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.750000000000000000e+01
1.330000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.165305522320000051e+02,4.000000000000000000e+00,2.022603469619901784e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.750000000000000000e+01
1.340000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.170588038599999976e+02,4.500000000000000000e+00,1.356403981281636639e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.750000000000000000e+01
1.350000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.284453731809999510e+01,2.500000000000000000e+00,4.422283062089994665e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.999999999999999645e+01
1.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.105210532250000028e+02,3.000000000000000000e+00,3.569943497677132260e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.999999999999999645e+01
1.370000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.469484293470000011e+02,3.500000000000000000e+00,2.178392019680642999e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.999999999999999645e+01
1.380000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.060969059300000055e+02,4.000000000000000000e+00,1.914677976702138462e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.999999999999999645e+01
1.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.168882194039999973e+02,4.500000000000000000e+00,1.550195431860004636e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.999999999999999645e+01
1.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.150883117790000654e+01,2.500000000000000000e+00,4.996855585441499770e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.249999999999999289e+01
1.410000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.780458584359999463e+01,3.000000000000000000e+00,3.473925473038061540e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.249999999999999289e+01
1.420000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.323317969439999899e+02,3.500000000000000000e+00,2.387652048673103433e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.249999999999999289e+01
1.430000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,4.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.249999999999999289e+01
1.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.151185670979999998e+02,4.500000000000000000e+00,1.579570489721046744e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.249999999999999289e+01
1.450000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.696724439300000142e+01,2.500000000000000000e+00,4.292156159495209344e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.499999999999999289e+01
1.460000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.956909752090000154e+01,3.000000000000000000e+00,2.923546473562672610e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.499999999999999289e+01
1.470000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.273047335840000045e+02,3.500000000000000000e+00,2.249411791771260383e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.499999999999999289e+01
1.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.276988984160000058e+02,4.000000000000000000e+00,1.898819183530322974e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.499999999999999289e+01
1.490000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.303758642010000131e+02,4.500000000000000000e+00,1.358613218664114664e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.499999999999999289e+01
1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.074005293540000139e+01,2.500000000000000000e+00,4.994469541015920555e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.750000000000000000e+01
1.510000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.206186197700000662e+01,3.000000000000000000e+00,3.610460772402462215e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.750000000000000000e+01
1.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.489733404929999949e+02,3.500000000000000000e+00,2.541904553552206014e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.750000000000000000e+01
1.530000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.234519100069999951e+02,4.000000000000000000e+00,2.044284989739213909e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.750000000000000000e+01
1.540000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.186459593040000016e+02,4.500000000000000000e+00,1.856750356522627321e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.750000000000000000e+01
